slug,title,category,category_ja, pay_jpy , num_jobs ,match_quality
occ-454,???????????,Sales,?????," 6,311,000 "," 155,683 ",jobtag_v7
occ-67,?????,Sales,?????," 3,694,000 "," 143,089 ",jobtag_v7
occ-527,????????????,Sales,?????," 6,183,000 "," 351,792 ",jobtag_v7
occ-77,???????,Sales,?????," 3,694,000 "," 143,090 ",jobtag_v7
occ-143,?????,Security,????," 3,292,000 "," 16,944 ",jobtag_v7
occ-7,????????,Security,????," 3,662,000 "," 613,740 ",jobtag_v7
occ-148,???,Security,????," 6,000,000 "," 7,335 ",jobtag_v7
occ-401,?????,Security,????," 3,292,000 "," 74,290 ",jobtag_v7
occ-241,?????,Security,????," 3,538,000 "," 374,690 ",jobtag_v7
occ-224,??????,Security,????," 3,518,000 "," 16,990 ",jobtag_v7
occ-141,?????,Security,????," 6,800,000 "," 125,580 ",jobtag_v7
occ-153,?????,Security,????," 6,400,000 "," 76,794 ",jobtag_v7
occ-155,???,Security,????," 3,292,000 "," 74,290 ",jobtag_v7
occ-33,???,Security,????," 4,534,000 "," 323,765 ",jobtag_v7
occ-578,????,Security,????," 3,292,000 "," 16,944 ",jobtag_v7
occ-501,????????????,Security,????," 3,292,000 "," 16,944 ",jobtag_v7
occ-154,?????,Security,????," 6,400,000 "," 76,793 ",jobtag_v7
occ-140,???????????,Security,????," 6,800,000 "," 125,580 ",jobtag_v7
occ-199,?????????,Security,????," 3,292,000 "," 16,944 ",jobtag_v7
occ-152,?????,Security,????," 6,400,000 "," 76,793 ",jobtag_v7
occ-475,??????????,Security,????," 3,292,000 "," 16,944 ",jobtag_v7
occ-142,?????,Security,????," 6,000,000 "," 7,335 ",jobtag_v7
occ-423,????????,Service,??????," 3,295,000 "," 39,740 ",jobtag_v7
occ-101,????,Service,??????," 3,695,000 "," 227,809 ",jobtag_v7
occ-102,?????????,Service,??????," 3,695,000 "," 227,809 ",jobtag_v7
occ-420,????????,Service,??????," 3,960,000 "," 91,318 ",jobtag_v7
occ-117,????????,Service,??????," 3,295,000 "," 39,740 ",jobtag_v7
occ-113,????,Service,??????," 3,730,000 "," 204,155 ",jobtag_v7
occ-119,???????,Service,??????," 2,971,000 "," 104,820 ",jobtag_v7
occ-106,????,Service,??????," 3,584,000 "," 147,837 ",jobtag_v7
occ-110,?????????,Service,??????," 3,960,000 "," 7,930 ",jobtag_v7
occ-227,????,Service,??????," 3,960,000 "," 91,318 ",jobtag_v7
occ-128,?????,Service,??????," 3,295,000 "," 39,740 ",jobtag_v7
occ-107,??????,Service,??????," 3,695,000 "," 7,330 ",jobtag_v7
occ-123,??????????,Service,??????," 3,960,000 "," 21,254 ",jobtag_v7
occ-414,????????????,Service,??????," 3,383,000 "," 147,837 ",jobtag_v7
occ-125,?????????????,Service,??????," 3,960,000 "," 91,318 ",jobtag_v7
occ-413,???????,Service,??????," 3,960,000 "," 13,570 ",jobtag_v7
occ-52,?????????,Service,??????," 3,383,000 "," 24,510 ",jobtag_v7
occ-417,??????????????,Service,??????," 3,584,000 "," 147,837 ",jobtag_v7
occ-473,????????,Service,??????," 4,175,000 "," 146,920 ",jobtag_v7
occ-118,????????????,Service,??????," 3,717,000 "," 175,530 ",jobtag_v7
occ-108,???????,Service,??????," 3,695,000 "," 227,809 ",jobtag_v7
occ-421,?????????,Service,??????," 3,960,000 "," 91,318 ",jobtag_v7
occ-124,???????????,Service,??????," 3,960,000 "," 21,253 ",jobtag_v7
occ-103,???????,Service,??????," 3,695,000 "," 227,809 ",jobtag_v7
occ-132,???????/???????,Service,??????," 4,296,000 "," 48,429 ",jobtag_v7
occ-568,???????????,Service,??????," 4,410,000 "," 48,429 ",jobtag_v7
occ-129,????????,Service,??????," 4,410,000 "," 48,428 ",jobtag_v7
occ-408,???????????,Service,??????," 4,410,000 "," 48,428 ",jobtag_v7
occ-205,?????,Service,??????," 5,961,000 "," 147,836 ",jobtag_v7
occ-126,??????,Service,??????," 3,960,000 "," 7,250 ",jobtag_v7
occ-416,????????????,Service,??????," 3,383,000 "," 147,836 ",jobtag_v7
occ-134,?????,Service,??????," 3,760,000 "," 1,358,960 ",jobtag_v7
occ-410,???????????,Service,??????," 4,410,000 "," 48,428 ",jobtag_v7
occ-100,???????????,Service,??????," 3,695,000 "," 227,809 ",jobtag_v7
occ-3,???????????,Service,??????," 3,662,000 "," 409,160 ",jobtag_v7
occ-115,???,Service,??????," 3,717,000 "," 140,770 ",jobtag_v7
occ-409,???????????,Service,??????," 4,410,000 "," 48,428 ",jobtag_v7
occ-130,????????????,Service,??????," 4,410,000 "," 48,428 ",jobtag_v7
occ-137,?????????,Service,??????," 3,960,000 "," 21,253 ",jobtag_v7
occ-569,???,Service,??????," 3,960,000 "," 24,600 ",jobtag_v7
occ-493,?????,Service,??????," 3,695,000 "," 227,809 ",jobtag_v7
occ-116,???,Service,??????," 3,717,000 "," 175,530 ",jobtag_v7
occ-245,???????????,Service,??????," 4,410,000 "," 48,428 ",jobtag_v7
occ-422,????????,Service,??????," 3,960,000 "," 24,600 ",jobtag_v7
occ-99,????????????,Service,??????," 3,695,000 "," 227,808 ",jobtag_v7
occ-555,??????????????,Service,??????," 4,296,000 "," 48,428 ",jobtag_v7
occ-133,?????/???????,Service,??????," 3,812,000 "," 275,770 ",jobtag_v7
occ-492,????,Service,??????," 3,695,000 "," 227,808 ",jobtag_v7
occ-114,?????,Service,??????," 3,960,000 "," 7,930 ",jobtag_v7
occ-112,???????,Service,??????," 3,730,000 "," 204,155 ",jobtag_v7
occ-580,?????????????,Service,??????," 4,410,000 "," 48,428 ",jobtag_v7
occ-556,?????????????,Service,??????," 3,960,000 "," 91,318 ",jobtag_v7
occ-244,??????????????????????????,Service,??????," 4,410,000 "," 48,428 ",jobtag_v7
occ-418,?????????,Service,??????," 3,584,000 "," 147,837 ",jobtag_v7
occ-96,?????,Service,??????," 4,175,000 "," 50,230 ",jobtag_v7
occ-35,????/??????,Transportation & Machine Operation,??????????," 4,650,000 "," 43,415 ",jobtag_v7
occ-549,???????,Transportation & Machine Operation,??????????," 5,269,000 "," 48,070 ",jobtag_v7
occ-188,???????,Transportation & Machine Operation,??????????," 4,149,000 "," 160,647 ",jobtag_v7
occ-525,??????????,Transportation & Machine Operation,??????????," 4,919,000 "," 160,647 ",jobtag_v7
occ-479,????????,Transportation & Machine Operation,??????????," 4,919,000 "," 160,647 ",jobtag_v7
occ-477,?????????,Transportation & Machine Operation,??????????," 4,919,000 "," 160,647 ",jobtag_v7
occ-478,??????????????,Transportation & Machine Operation,??????????," 4,919,000 "," 160,647 ",jobtag_v7
occ-511,?????????,Transportation & Machine Operation,??????????," 4,673,000 "," 50,350 ",jobtag_v7
occ-189,?????,Transportation & Machine Operation,??????????," 16,971,000 "," 7,040 ",jobtag_v7
occ-95,??????,Transportation & Machine Operation,??????????," 4,580,000 "," 157,500 ",jobtag_v7
occ-237,????????????,Transportation & Machine Operation,??????????," 4,673,000 "," 50,350 ",jobtag_v7
occ-532,???????????????,Transportation & Machine Operation,??????????," 3,945,000 "," 139,236 ",jobtag_v7
occ-476,??????????,Transportation & Machine Operation,??????????," 4,580,000 "," 7,550 ",jobtag_v7
occ-482,??????????,Transportation & Machine Operation,??????????," 3,945,000 "," 139,236 ",jobtag_v7
occ-481,?????????,Transportation & Machine Operation,??????????," 4,149,000 "," 160,647 ",jobtag_v7
occ-483,??????,Transportation & Machine Operation,??????????," 3,945,000 "," 139,236 ",jobtag_v7
occ-31,??????????,Transportation & Machine Operation,??????????," 4,650,000 "," 43,415 ",jobtag_v7
occ-484,?????,Transportation & Machine Operation,??????????," 3,945,000 "," 139,236 ",jobtag_v7
occ-466,???????????,Transportation & Machine Operation,??????????," 3,945,000 "," 139,236 ",jobtag_v7
occ-496,????????????,Transportation & Machine Operation,??????????," 3,998,000 "," 119,970 ",jobtag_v7
occ-302,???????,Transportation & Machine Operation,??????????," 6,586,000 "," 34,390 ",jobtag_v7
occ-190,???,Transportation & Machine Operation,??????????," 4,673,000 "," 14,390 ",jobtag_v7
occ-191,?????,Transportation & Machine Operation,??????????," 4,673,000 "," 6,470 ",jobtag_v7
occ-111,???????,Transportation & Machine Operation,??????????," 5,624,000 "," 11,530 ",jobtag_v7
occ-187,???????,Transportation & Machine Operation,??????????," 4,611,000 "," 160,646 ",jobtag_v7
occ-186,???????,Transportation & Machine Operation,??????????," 4,611,000 "," 160,646 ",jobtag_v7
occ-480,????????,Transportation & Machine Operation,??????????," 4,611,000 "," 160,646 ",jobtag_v7
occ-193,????,Transportation & Machine Operation,??????????," 5,624,000 "," 11,530 ",jobtag_v7
occ-192,?????,Transportation & Machine Operation,??????????," 6,677,000 "," 37,130 ",jobtag_v7
